row_s,col_s,row_e,col_e,duration,timestamp,car,distance
4,5,4,5,2866.86999989,1399753667.46,196/ET838WT,580.896543386
6,4,3,2,3112.39999986,1399753421.93,276/ET918WT,5624.96711493
2,5,2,3,510.629999876,1399756023.7,006/ET648WT,2387.13976008
5,2,6,5,1123.8499999,1399755410.48,346/EV528NT,4232.90045324
5,5,6,3,1471.21000004,1399755124.45,151/ET793WT,3237.1427621
8,6,8,6,245.50999999,1399756411.67,320/EV511NT,392.293267422
8,7,8,7,2414.09000015,1399754304.34,097/ET739WT,80.3110532457
5,3,8,4,3686.97000003,1399753031.46,246/ET888WT,5044.00884264
6,4,6,5,2618.78999996,1399754120.51,032/ET674WT,3188.81649332
5,3,5,3,2190.3499999,1399754590.45,442/EV660NT,616.338104971
5,6,6,6,491.690000057,1399756391.22,281/ET923WT,2308.467949
6,4,5,1,2108.62999988,1399754794.69,110/ET752WT,4059.18488408
6,3,4,2,3195.00999999,1399753708.31,256/ET898WT,3577.00816019
8,6,5,7,1697.11999989,1399755206.2,356/EV575NT,6102.64422491
6,2,6,6,3215.43999982,1399753687.88,376/EV595NT,5862.95769489
6,3,6,3,1901.43000007,1399755022.35,480/EV317TP,14.5972923104
6,2,6,3,1145.48999977,1399755819.13,198/ET840WT,1321.12256813
5,3,5,6,2476.25999999,1399754549.61,016/ET658WT,4563.24996459
6,6,6,6,2619.36999989,1399754406.5,206/ET848WT,450.658021996
6,4,7,6,1738.23000002,1399755328.81,024/ET666WT,3784.63367976
6,5,7,3,3809.92000008,1399753277.53,200/ET842WT,3740.60209702
5,4,4,3,2190.58000016,1399754896.87,458/EV675NT,2170.70326139
6,5,5,5,2456.15999985,1399754651.71,443/EV661NT,1821.6904998
7,3,6,6,1165.82999992,1399756003.28,002/ET295WS,3940.0586243
6,2,5,3,1084.13000011,1399756125.81,152/ET794WT,2149.25589645
5,3,4,4,1288.4000001,1399755962.37,305/EV489NT,1331.99871733
6,2,4,3,2844.25,1399754426.94,490/EV326TP,5435.64066115
6,0,5,3,3028.10000014,1399754304.34,306/EV495NT,4480.03726364
3,3,7,3,1799.4000001,1399755533.04,406/EV625NT,7116.72608767
6,6,6,6,3930.93000007,1399753401.51,360/EV579NT,897.581347386
6,7,5,3,4239.5999999,1399753133.74,093/ET735WT,5635.29783607
4,6,5,3,2064.95000005,1399755328.81,111/ET753WT,5843.14648963
6,6,7,1,982.029999971,1399756513.91,333/EV518NT,8469.34107401
7,0,5,4,1779.0,1399755716.94,004/ET646WT,6593.96362476
3,4,4,4,408.50999999,1399757107.86,157/ET799WT,1347.73254803
5,4,4,6,1533.50999999,1399756023.7,366/EV585NT,3478.43002002
4,4,4,4,900.029999971,1399756657.18,214/ET856WT,1304.94878089
5,3,6,5,1656.20000005,1399755901.01,370/EV589NT,3333.67042704
5,6,2,6,1451.82000017,1399756125.81,236/ET878WT,7483.5410528
5,3,4,6,2844.24000001,1399754733.39,301/ET943WT,5065.54638226
5,3,5,5,3171.00999999,1399754488.28,277/ET919WT,3529.04354365
8,3,5,1,1390.61000013,1399756309.53,181/ET823WT,6480.94112642
6,6,7,6,694.690000057,1399757005.45,259/ET901WT,2473.80867293
8,4,6,3,858.080000162,1399756903.32,275/ET917WT,4283.40101883
6,3,7,3,1188.88000011,1399756698.02,151/ET793WT,1916.77853533
6,6,6,4,881.460000038,1399757046.28,376/EV595NT,4196.94978333
5,3,5,3,819.920000076,1399757291.6,049/ET691WT,795.691686208
6,6,8,6,1269.57000017,1399756903.32,153/ET795WT,3781.15958
4,4,5,4,2762.41000009,1399755410.48,139/ET781WT,2531.43852246
7,6,6,3,2231.06000018,1399755941.83,402/EV621NT,4926.05238507
7,4,6,3,2476.36999989,1399755716.94,309/EV491NT,2292.42062301
5,4,4,7,2374.17999983,1399755819.13,164/ET806WT,4632.78280938
6,5,6,5,1720.23000002,1399756534.33,451/EV668NT,365.873882598
5,7,5,6,656.519999981,1399757598.04,356/EV575NT,1685.93948699
7,3,7,3,2782.81999993,1399755471.74,420/EV638NT,1499.70526717
5,1,5,1,2210.44000006,1399756084.95,266/ET908WT,18.0087619169
7,1,6,3,1638.21000004,1399756657.18,410/EV628NT,3103.89801468
5,4,6,2,2394.3900001,1399755941.83,109/ET751WT,3467.42419597
6,3,4,4,1392.01999998,1399756944.2,480/EV317TP,5056.84978358
6,7,5,3,2190.07999992,1399756187.04,001/ET294WS,5835.73115738
6,4,7,3,388.099999905,1399757989.02,376/EV595NT,2014.91141625
7,6,7,6,1473.75,1399756944.2,379/EV598NT,696.665891411
5,5,5,6,2006.27999997,1399756432.08,179/ET821WT,2844.67466583
6,5,6,6,1965.26999998,1399756473.09,375/EV594NT,1650.81371392
1,5,5,3,1310.07999992,1399757148.69,042/ET684WT,8055.9140876
6,4,4,7,1842.56999993,1399756657.18,449/EV299TP,4460.04505918
7,7,7,6,5778.41000009,1399752741.76,005/ET647WT,1263.13337062
5,6,5,3,1985.8499999,1399756575.16,202/ET844WT,3557.57144613
6,5,3,4,3416.09000015,1399755165.34,027/ET669WT,6340.50664462
5,5,4,7,1698.51999998,1399756882.91,231/ET873WT,3156.73591978
6,0,7,1,348.069999933,1399758274.97,303/ET945WT,1650.12220904
5,4,6,3,1045.98000002,1399757638.87,146/ET788WT,2783.20597467
7,6,7,6,5612.41000009,1399753092.86,312/EV497NT,86.9201595287
7,4,7,6,2661.1400001,1399756064.54,362/EV581NT,2974.91386783
5,4,7,2,2886.1400001,1399755839.54,466/EV303TP,6474.74122
4,5,5,6,1250.1099999,1399757557.21,196/ET838WT,1929.06136766
5,1,6,1,409.779999971,1399758397.54,260/ET902WT,1766.3777844
6,3,4,6,2538.67000008,1399756289.12,371/EV590NT,5975.58133552
5,6,5,4,2211.46000004,1399756636.77,234/ET876WT,3154.96827447
6,3,5,4,1597.93000007,1399757312.02,198/ET840WT,2931.0062344
5,6,6,4,1393.52999997,1399757598.04,387/EV606NT,2284.66621495
5,5,3,5,1802.04999995,1399757189.52,443/EV661NT,3409.72152668
5,5,5,3,2927.00999999,1399756125.81,131/ET773WT,2954.41961801
5,7,4,5,1679.48000002,1399757373.34,385/EV604NT,2912.19743044
5,4,5,4,1186.31999993,1399757886.9,337/EV515NT,1075.3974685
6,5,7,3,1516.0,1399757557.22,114/ET756WT,3995.23204201
5,5,5,4,1699.88000011,1399757373.34,120/ET762WT,1812.54569395
4,5,5,3,2988.24000001,1399756146.22,250/ET892WT,3053.93259801
7,4,7,6,1475.14999986,1399757679.72,230/ET872WT,3844.85363654
6,3,7,3,1310.56999993,1399757866.47,275/ET917WT,1766.00102186
4,6,5,6,2069.18000007,1399757107.86,069/ET711WT,1687.1610911
7,3,7,3,390.129999876,1399758786.91,066/ET708WT,148.604462368
5,4,7,2,1701.54999995,1399757557.21,004/ET646WT,4308.66992375
5,4,6,2,2089.9000001,1399757189.52,289/ET931WT,3579.85312404
